headline,section,date
Grassley: ‘We ought to pursue’ probe into Obama-era uranium deal,Politics,10/26/2017
Feinstein says she wants Senate probe to continue focusing on Russian meddling,Politics,10/26/2017
Trump falsely claims (again) that he coined the term 'fake news',Politics,10/26/2017
Survey shows how uninformed men are about sexual harassment,Politics,10/26/2017
How to argue about the brewing war between Steve Bannon and Mitch McConnell,Politics,10/26/2017
What Trump's public health emergency declaration means for the opioid crisis,Politics,10/26/2017
"Trump’s speech on the opioid crisis, in three minutes",Politics,10/26/2017
The Kennedy assassination is a rarity these days: A bipartisan conspiracy theory,Politics,10/26/2017
The opioid crisis isn't limited to white Americans in rural pro-Trump counties,Politics,10/26/2017
"Trump rarely shows emotion, unless he’s talking about his brother, Freddy",Politics,10/26/2017
"Jeff Flake, alone among Senate Republicans, refuses to back Roy Moore's campaign",Politics,10/26/2017
"Rod Rosenstein, who oversees Russia investigation, thinks Americans are too 'savvy' for Russian ads to work",Politics,10/26/2017
Fact Check: What happened at the dedication for the South Florida FBI field office?,Politics,10/26/2017
Video Fact Check: John F. Kelly vs. Rep. Frederica S. Wilson,Politics,10/26/2017
‘I learned because of Fred’: Trump cites brother’s struggle in talking about addiction,Politics,10/26/2017
Trump declares opioid crisis a public health emergency; critics say plan falls short,Politics,10/26/2017
Breaking down the Trump dossier: What you need to know,Politics,10/26/2017
Rep. Frederica Wilson not in Washington as she faces 'racist and rude' threats,Politics,10/26/2017
How many Harvard law school grads does it take to make a Supreme Court?,Politics,10/26/2017
Major divisions remain as GOP nears its tax deadline,Politics,10/26/2017
How Congress plays by different rules on sexual harassment and misconduct,Politics,10/26/2017
How to argue about the civil war between Steve Bannon and Mitch McConnell,Politics,10/26/2017
This is why the congressional budget process is broken,Politics,10/27/2017
Nancy Pelosi's claims on middle-income taxpayers and state and local tax deductions,Politics,10/27/2017
Will Trump lose GOP majorities in 2018 if he keeps fighting with Republican lawmakers?,Politics,10/27/2017
Stories of Uncle Sam's pervasive culture of sexual misconduct,Politics,10/27/2017
The Daily 202: Trump bowing to CIA on JFK files is a reminder of how the presidency changes people,Politics,10/27/2017
Trump says Democratic donor airing impeachment ads on TV is 'totally unhinged',Politics,10/27/2017
The Finance 202: K Street is coming to Congress: The tax battle is just starting,Politics,10/27/2017
The Health 202: There's a no-brainer way to solve the opioid crisis,Politics,10/27/2017
The Energy 202: Trump administration stuck between two GOP sides on ethanol,Politics,10/27/2017
"What makes Trump 'proud to be an American': Hurricanes, freed prisoners, his rallies",Politics,10/27/2017
The top 5 Republicans who could challenge Trump in 2020,Politics,10/27/2017
Another woman accuses George H.W. Bush of groping and making a 'David Cop-a-feel' joke,Politics,10/27/2017
"In Trump world, the uranium deal approved by Clinton is 'Watergate' and worthy of 'the chair'",Politics,10/27/2017
Don't confuse volume of news with importance,Politics,10/27/2017
Bob Corker's poll numbers just plunged among Republicans amid his Trump feud,Politics,10/27/2017
"When these guys leave, we’re still here': A 4-man local newspaper braces for white nationalists and the national media",Politics,10/27/2017
"Christie lists the reasons he's unpopular: 1. Trump, 2. A thing about a bridge",Politics,10/27/2017
Ralph Northam: 'A bunch of baloney’| Campaign 2017,Politics,10/27/2017
This congresswoman is starting #MeTooCongress to draw attention to sexual harassment on Capitol Hill,Politics,10/27/2017
A high school athletic association took away Emily Nash's golf trophy then somehow made things worse,Politics,10/27/2017
"All of the women who have accused Trump of sexual harassment are lying, the White House says",Politics,10/27/2017
"Would Haley replace Tillerson at State? She says, 'no.'",Politics,10/27/2017
Children of White House press corps visit Trump in the Oval Office,Politics,10/27/2017
What makes Trump 'proud to be an American'?,Politics,10/27/2017
A new reminder that we may never know Hurricane Maria's full toll on Puerto Rico,Politics,10/27/2017
"Trump tells reporters' children they 'have no weight problems,' as he passes out Halloween candy",Politics,10/27/2017
Haley urges Congo leader to hold elections soon or risk international backlash,Politics,10/27/2017
Trump says sex harassment claims are 'fake news' but there are collaborators,Politics,10/27/2017
"Gary Johnson is back, and he's never running for office again",Politics,10/27/2017
"On taxes, Trump is an eager salesman — but the policy action is on Capitol Hill",Politics,10/27/2017
What you need to know about the Uranium One deal,Politics,10/27/2017
"Trump, Republicans steer Russia probes in new directions",Politics,10/27/2017
Clinton lawyer kept Russian dossier project closely held,Politics,10/27/2017
The Washington Free Beacon reported 'an unknown GOP client' funded Fusion GPS. It was the Washington Free Beacon.,Politics,10/27/2017
"Citizen Obama, welcome to jury duty",Politics,10/27/2017
Jeff Flake knew his criticism of Trump would cost him — he couldn’t stop himself,Politics,10/27/2017
"‘It’s just messed up’: Most say political divisions are as bad as in Vietnam War era, poll shows",Politics,10/27/2017
Republicans' horrible week (and not-great year) was entirely predictable,Politics,10/28/2017
Paul Ryan begins a make-or-break push for tax legislation — and his future,Politics,10/28/2017
Trump brags of successful outcome Obama initiated,Politics,10/28/2017
Nancy Pelosi isn’t going anywhere. Will it help or hurt Democrats in 2018?,Politics,10/28/2017
The 'dossier' and the uranium deal: A guide to the latest allegations,Politics,10/29/2017
Women marched. Now what?,Politics,10/29/2017
How Pelosi is trying to lead Democrats back into the majority,Politics,10/29/2017
CNN broke news in the Russia probe. Roger Stone's resulting rant got him yanked off Twitter.,Politics,10/29/2017
"Frustrated with the Russia investigation, Trump demands Democrats and Hillary Clinton face more scrutiny",Politics,10/29/2017
"Republicans, desperate for a win, already face setbacks as they prepare to unveil tax bill this week",Politics,10/29/2017
A cyclist flipped off Trump’s motorcade and entered the annals of presidential protests,Politics,10/29/2017
"Africa trip illustrates Haley’s trusted, unusually direct relationship with Trump",Politics,10/29/2017
"As Russia case unfolds, Trump and Republicans go to battle with Clinton and Democrats",Politics,10/29/2017
Video: James Comey and the draft letter clearing Hillary Clinton,Politics,10/30/2017
"Victims say VA whistleblower retaliation is growing under Trump, despite rhetoric",Politics,10/30/2017
The Daily 202: Ohio Democrats say talking about Mueller’s probe is not the way to win in 2018,Politics,10/30/2017
The Finance 202: The tax bill gets its first big corporate enemy,Politics,10/30/2017
"Native Americans, among the most harmed by the opioid epidemic, are often left out of conversation",Politics,10/30/2017
Manafort and former business partner indicted in special counsel investigation,Politics,10/30/2017
The Energy 202: What Whitefish really reveals about the Trump administration,Politics,10/30/2017
"With this Paul Manafort indictment, Trump's ‘fake news’ defense has zero credibility",Politics,10/30/2017
The Health 202: Appalachian death from drug overdoses far outpace nation,Politics,10/30/2017
"With Manafort indictment, Trump's fast-and-loose style just caught up with him in a big way",Politics,10/30/2017
Paul Manafort: A FAQ about Trump’s indicted former campaign chairman,Politics,10/30/2017
John Boehner says he told Sean Hannity: 'You're nuts',Politics,10/30/2017
Trump says Manafort's charges were from 'years ago' and insists 'NO COLLUSION!',Politics,10/30/2017
"The Paul Manafort and Rick Gates indictment, annotated",Politics,10/30/2017
Trump campaign adviser pleaded guilty to lying about Russian contacts,Politics,10/30/2017
Trump on Papadopoulos: 'He's an excellent guy',Politics,10/30/2017
Timeline: How a Trump adviser tried to work with the Russian government,Politics,10/30/2017
Latino Victory Fund: 'American Nightmare' | Campaign 2017,Politics,10/30/2017
Chinese ambassador responds to Trump's trade complaints: 'Look in the mirror',Politics,10/30/2017
John A. Boehner is living his best life since retirement,Politics,10/30/2017
Manafort indictment ups the pressure on congressional Russia probes,Politics,10/30/2017
Trump's latest Mueller distraction: An incorrect tweet on a misleading story,Politics,10/30/2017
How the White House responded to charges in the special counsel’s probe,Politics,10/30/2017
How correlating homosexuality to child molestation influenced politics,Politics,10/30/2017
"George Who? As Papadopoulos pleads guilty, Trump's team seeks distance from 'this individual'",Politics,10/30/2017
"Amid swirl of controversy, Democratic power lobbyist Podesta steps down",Politics,10/30/2017
Who is George Papadopoulos?,Politics,10/30/2017
"For decades, Rick Gates was Paul Manafort’s right-hand man. Now he’s his co-defendant.",Politics,10/30/2017
How Trump's tune on Manafort changed as investigators closed in,Politics,10/30/2017
The other bad news for Trump on Monday: New approval-rating lows,Politics,10/30/2017
"Who is George Papadopoulos, the Trump adviser who pleaded guilty to lying to federal agents?",Politics,10/30/2017
Supreme Court case hinges on how much money indigent defendants should receive,Politics,10/30/2017
7 big questions about the Russia probe from Trump aide George Papadopoulos’s plea deal,Politics,10/30/2017
Untangling the web of Paul Manafort,Politics,10/30/2017
"Upstairs at home, with the TV on, Trump fumes over Russia indictments",Politics,10/30/2017
Washington prepares for the unexpected as Russia investigation unfolds,Politics,10/30/2017
