headline,date
"""@agirland3boys: @icenycbx @realDonaldTrump @POTUS disagree a leader takes a stand. Putin would be scared of him. Peace through strength""",6/29/2015
"""@MalachiNorris: I know @realDonaldTrump will be the best President that ever has or ever will walk into the Oval Office. #Trump2016",6/29/2015
"""@jjhrkel: @realDonaldTrump don't ever back down from these clowns! fight the good fight!!"" I promise!",6/29/2015
"""@MollyCBS2:  @realDonaldTrump will speak @ #Chicago city club today; Reports claim 2,000 people are on the WAITING LIST to get in!""",6/29/2015
"""@hollyammon: @realDonaldTrump @MalachiNorris Mr. Trump is the ONLY one who tells the truth, no matter how politically unpopular it may be.",6/29/2015
"Saudi Arabia should be paying the United States many billions of dollars for our defense of them. Without us, gone!  @AlWaleedbinT",6/29/2015
"""@MalachiNorris: Just over a year before everyone hears DonaldTrump say ""I Donald Trump do solemnly swear that I will protect America""""",6/29/2015
"""@BrittainShannon: @realDonaldTrump @AlWaleedbinT Or at least give it back in oil""",6/29/2015
"Remember, Univision apologized!",6/29/2015
"""@JoylynBest: @Maryannzfoster @Morning_Joe  🌍 Don't care about #GOP or Trump but he's the best #GOP running and should win the Primary🌍""",6/29/2015
"Via @JNSworldnews by @JacobKamarasJNS:  ""Donald Trump says he is no apprentice when it comes to Israel""
http://t.co/O4yHtwCzbm",6/29/2015
Speaking at the City Club of Chicago. Sold out in minutes with thousands on the wait list!… https://t.co/7SKav05hnA,6/29/2015
Statement on Relationship with NBC- https://t.co/BpczGaIGWq,6/29/2015
"""@imprimis310: @NBC is the bigot. @realDonaldTrump and @SenTedCruz only speaking the truth about ILLEGAL immigrants""",6/29/2015
"""@ghostofnicky: @OutFrontCNN @CNN @realDonaldTrump Donald is the only candidate that speaks the truth!!!!""",6/30/2015
"""@MARGIE352: @realDonaldTrump I believe Donald Trump is the only one that can do this. He has no skin in the game. Just his Country.",6/30/2015
"""@amstaffbru: Pull out the heavy artillery, buy every liberal network and flush them in the toilet. You,Mt.T, have my Vote hands down""",6/30/2015
"""@jamalwms45: @HowardKurtz @johnnydollar01 @megynkelly For the remark Trump made on dumping NBC, I'll vote for @realDonaldTrump""",6/30/2015
"""@slucch24:  @AnnCoulter don't worry... we clearly don't have an illegal alien criminal problem. #AdiosAmerica http://t.co/2LKr8zoSwy""",6/30/2015
"""@jacobmathews: @realDonaldTrump @jamalwms45 @HowardKurtz @johnnydollar01 @megynkelly I like Donald for his no fear tell the truth attitude.",6/30/2015
"""@susanadana432: lDonaldTrump @amstaffbru Keep telling it lIke it is. You have the recipe for making the USA great again. You have my vote",6/30/2015
"""@TheHolyBreadcat: @realDonaldTrump Vote for Trump, he's making America to where we won't worry about illegal immigrant problems.""",6/30/2015
"""@KristyWillams79: @realDonaldTrump I've waited years for you to run for president! You are going to fix America! We Need a businessman.",6/30/2015
"""@Knight276: @realDonaldTrump @amstaffbru I have confidence trump can turn a negative into a positive. Trump can make America great again!",6/30/2015
"""@RickysPlace1: @realDonaldTrump @slucch24 @AnnCoulter It is so blatantly obvious! Why do people refuse to see it?""",6/30/2015
"""@MARGIE352: Listen to what he says. You will know in your heart it is the truth. We are in a bad way. he is the only one who gets it.""",6/30/2015
"""@C_Archaeology: @realDonaldTrump is our only hope @littlebytesnews #tcot""",6/30/2015
"""@echump: @megynkelly  @realDonaldTrump if what everyone says is true Trump will score huge if this is for publicity. i'd trust Trump""",6/30/2015
"""@ChipB: Like him or not @realDonaldTrump says EXACTLY what he thinks and doesn't beat around the bush. And that's admirable. #Election2016""",6/30/2015
"""@KristenCWard: Great statement and it's finally nice to have someone who stands by what they say!  #GotMyVote https://t.co/qsi68qgat4""",6/30/2015
"We MUST have strong borders and stop illegal immigration. Without that we do not have a country. Also, Mexico is killing U.S. on trade. WIN!",6/30/2015
"I love the Mexican people, but Mexico is not our friend. They're killing us at the border and they're killing us on jobs and trade. FIGHT!",6/30/2015
"""@kingjersey1 @realDonaldTrump #MakeAmericaGreatAgain they can't stand that you are speaking for the American people""",6/30/2015
"""@WILDMANBS It says a lot about @NBC when they fire @realDonaldTrump but keep Brian Williams and @TheRevAl on the payroll. #tcot""",6/30/2015
Thank you Ted. https://t.co/MVUzSAn6ru,6/30/2015
"""@Figlo7 @realDonaldTrump Apologize to the press for not being a politician - because you haven't learned to LIE yet. Go Donald!""",6/30/2015
"""@melsthemom @realDonaldTrump NBC=censorship. I'm done with them""",6/30/2015
"""@yankeeworshiper  thank you to Donald Trump for standing up for what you believe in.leave the B.S.and lies for Hillary and Barack.""",6/30/2015
"""@woofeous @realDonaldTrump Everyone loves Donald because he'll tell it like it is without any political ""sugar-coating"" &amp; double-speak.""",6/30/2015
"@tedcruz, now I know you're smart! See you soon. http://t.co/vzVHbA1TAr
#TCOT #MAKEAMERICAGREATAGAIN!",6/30/2015
Watch me on the @oreillyfactor tonight at 8PM.,6/30/2015
"""@webster07 @realDonaldTrump wish there were more people in the public eye with this attitude. It's only way 2 defeat political correctness""",6/30/2015
My just filed lawsuit against Univision. Always fight back when right. #MakeAmericaGreatAgain https://t.co/ies96YzSeG,6/30/2015
"Via @THESHARKTANK1: ""Donald Trump's Controversial Mexican Comments Are Accurate"" http://t.co/nYL2QQMwKZ",6/30/2015
Get ready for @Oreillyfactor tonight at 8- always interesting!,6/30/2015
My recent statement re: @macys -- We must have strong borders &amp; stop illegal immigration now!… https://t.co/HLCboRmTbl,7/1/2015
"Those who believe in tight border security, stopping illegal immigration &amp;  SMART trade deals w/other countries should boycott @Macys.",7/1/2015
"For all of those who want to #MakeAmericaGreatAgain, boycott @Macys. They are weak on border security &amp; stopping illegal immigration.",7/1/2015
.@andersoncooper  Anderson—Thank you for being so fair with your reporting &amp; story last night. Greatly appreciated!,7/1/2015
"""@tixxannatrix @Lrihendry: Now this is the @RealDonaldTrump we have come to know  At least Trump speaks his mind. Doesn't cower to PC.""",7/1/2015
"""@phxladydi  @realDonaldTrump I truly believe you can bring America back to great.  You don't cower
to the media, lobbyists or anyone else.""",7/1/2015
".@GovernorPataki was a terrible governor of NY, one of the worst -- would’ve been swamped if he ran again!",7/1/2015
.@GovernorPataki  couldn’t be elected dog catcher if he ran again—so he didn’t!,7/1/2015
"Interesting that @Macys criticized me but just paid $650,000 in fines for racial profiling. Are they racists?",7/1/2015
Who is @Macys to pretend innocence when they “racial profile” all over the place? Paid big fine!,7/1/2015
Look what the President of NBC sent me recently about his stay in my Las Vegas hotel. Very loyal guy. https://t.co/J9bsbc1WEN,7/1/2015
Make our borders strong and stop illegal immigration. Even President Obama agrees- https://t.co/OcKfUFgSPU,7/1/2015
"""@JohnRiversToo:  @instapundit Macy's sales are declining, their stock is downgraded - maybe not the best time to spit on half of America.""",7/2/2015
"""@ehShaun: @realDonaldTrump knows what he's talking about. Please don't give us another Bush as president.""",7/2/2015
"""@ftimewifenmomma: I am really liking @realDonaldTrump. We NEED someone who will tell the TRUTH. 👍""",7/2/2015
"""@JewNamedLew: @realDonaldTrump @Macys to pay $650,000 settlement over racial profiling... http://t.co/bT6S8F9NnK""  Boycott Macy's.",7/2/2015
"""@JimStaricha: Mr. Trump, I truly hope you are elected. I strongly believe you have more than the skills required. We need a professional.""",7/2/2015
"""@ibleedcoffee: Just deleted the @Macys app off my phone. It's a shame, We used to spend thousands there a year. No more. #BoycottMacys""",7/2/2015
"""@JulUSN: @realDonaldTrump  They look bad. @Macys screwed up BigTime!They are so hypocritical,YOUR Right &amp; they know it!""",7/2/2015
"""@soupman227: @Karentalk @ForAmerica @realDonaldTrump #WakeUpAmerica the media has shown its true colors.",7/2/2015
"""@TeresaWageman: @realDonaldTrump @Macys Stick to your guns Mr. Trump. You are telling the truth that too many are afraid to.""",7/2/2015
"""@Sheriapple: @realDonaldTrump Thought ur interview w @donlemon was inspiring. U speak the truth.",7/2/2015
"""@muireb_tpnd: @realDonaldTrump You have Lib media scrambling..I just freak'n love that! Thank you for your leadership and patriotism!""",7/2/2015
"""@TickerCandy: @realDonaldTrump @Macys Ah yes, so many people I know are cancelling their Macy credit cards. #YouJustGotTrumped"" Great.",7/2/2015
"""@JimStaricha: @eastevens54 @cvpayne @tonykatz @realDonaldTrump Watch what he said, yes maybe a bit kinder, but a fact is a fact.""",7/2/2015
"""@BettyeBear: @realDonaldTrump Every working class (every color) knows Trump &amp; wants to be rich like him - faces light up😎😍  @macys""",7/2/2015
"""@AnnCoulter: Yes, strange that Trump is surging in the polls for saying what other GOPS too stupid to say. https://t.co/fgmgLjQAeE""",7/2/2015
.@Macys stock just dropped. Interesting. So many people calling to say they are cutting up their @Macys credit card. Thank you!,7/2/2015
Why doesn’t somebody study the horrible charges brought against @Macys for racial profiling? Terrible hypocrites!,7/2/2015
"""@lafrana @realDonaldTrump @Macys  I will not shop at Macy's. I am with you Mr Trump!""",7/2/2015
"""@racheljoycowley I'm done with Macy's. Apparently, they follow the trend of trying to force legislation on every American freedom. Done!""",7/2/2015
“Trump Gives 'Em Hell” http://t.co/dD53I0PeXw via @limbaugh,7/2/2015
"“NBC FIRES TRUMP, KEEPS SHARPTON: The bigots of the NBC executive suite look the other way” http://t.co/EfQk8cbbTR via @AmSpec by @JeffJlpa1",7/2/2015
"""@RealNinjetta @ErinSiegal @AppSame @Univision http://t.co/QNOuFlufaS  My many MEXICAN friends fly to visit Mexico because UNSAFE border""",7/2/2015
Via @trscoop: “Mark Levin DEFENDS Trump: Hillary Clinton is a CROOK and a FRAUD and she’s not treated this way!” http://t.co/MdU0pvTThi,7/2/2015
"Via World Tribune ""The elites' problem with Donald Trump: He's not for sale"" by Jeffrey T. Kuhner http://t.co/ez08iprQH1",7/2/2015
"Via Huffington Post ""Congrats, America! Donald Trump Is Now A 2016 Presidential Front-runner"" http://t.co/X1YYz7x002 by Igor Bobic",7/2/2015
"""@onesoldiersmom @ArtNGonzalez @earredondo If you would listen to his words, you will hear that he was slamming our gutless politicians.""",7/2/2015
"""@mstrbass2000 @DashMan18 @AppSame  taking a stand against stupid companies over reacting to free speech, nothing trump said wasn't true""",7/2/2015
"""@Neilleon_ @realDonaldTrump sir! Thanking you for speaking your mind and or having your very own opinion on certain issues.""",7/2/2015
"Great article by @RichLowry on @POLITICOMag : “Sorry, Donald Trump Has A Point” http://t.co/5irmxJjPWk",7/2/2015
"""@RunPureMichigan  Macy's stock drops after coming out in support of #illegals dust up with @realDonaldTrump and public #BoycottMacys""",7/2/2015
"""@NeilECollins  @Macys  only interested in sales and could care less about America. Veterans and Military will be with Trump.""",7/2/2015
“TRUMP DECLARES VICTORY ON IMMIGRATION AS OBAMA ADMITS SOME ILLEGALS ARE ‘GANG BANGERS’” http://t.co/e0HLxf1dS2 via @BreitbartNews @ASwoyer,7/2/2015
"New jobs report: 432,000 left workforce, manufacturing &amp; durable goods go - http://t.co/RD1blUZyRn We need leaders who understand business.",7/2/2015
New orders for manufacturing down 9/10 months  http://t.co/RD1blUZyRn Time for fair trade. Stop TPP!,7/2/2015
A country must enforce its borders. Respect for the rule of law is at our country’s core. We must build a wall! https://t.co/u25yI5T7E8,7/2/2015
"""@KosloffM  I really admire your straight talk and not bowing down to the drive by media and special interest groups say what you mean"" Thx",7/2/2015
"""@rebamoreland you must be doing something right, cause the left has circled the war wagons. Stay strong in your convictions, WE LOVE IT!!""",7/2/2015
"""@BackOnTrackUSA @JulUSN @Macys Donald, I love your ties. Just set up a website online &amp; millions of us will continue to buy your products.""",7/2/2015
"""@LepleyAmanda @realDonaldTrump @DagnyRed @Karentalk @ForAmerica amen honey honest is honest dont back down support the truth!""",7/2/2015
Obama once again just missed a self-imposed deadline with Iran. Our leadership is weak &amp; ineffective. Double the sanctions!,7/2/2015
It is time to bring competence to Washington. It is time get results. Let’s Make America Great Again! https://t.co/u25yI6aIvG,7/2/2015
"""@chipman88 @realDonaldTrump @DavidDCarpenter @lafrana @Macys I didn't know Macy's was still in business. Oh well, still not going there.""",7/2/2015
"""@MARGIE352: @Highlander6700 @Macys They were taken out of context. Trying to make him look bad to the American Hispanic community.""",7/3/2015
"""@tonyarolandtr: @Youxia88 @tedcruz @realDonaldTrump @Macys The American ppl are taking a stand! We are fighting back!!!""",7/3/2015
"""@clew136:DonaldTrump your charisma, confidence, leadership, and record of incredible success is exactly what this country needs #Trump2016""",7/3/2015
